record_id,title,author,date,place,country,language,publisher,genre,n_annotations
14860590,Notes on Croydon Palace. Its history and associations,"Kershaw, S. W. (Samuel Wayland)",1877,Croydon,,English,F. Warren,Non-fiction,3
14860600,"Chronologischer Abriss der Weltgeschichte, mit zwei synchronistischen Tabellen der alten Geschichte und der neuern Staatengeschichte ... Dreizehnte ... vermehrte Auflage","Kohlrausch, Heinrich Friedrich Theodor",1845,Leipzig,,German,,Non-fiction,2
14860602,"Világtörténelem, a polgári fiú-iskolák számára","Kozma, Gyula",1888,Budapest,Hungary,Hungarian,Méhner Vilmos,Non-fiction,1
14860617,Ricordi di Roma,"Lacour-Delâtre, Louis Michel James",1870,Firenze,,Italian,,Fiction,1
14860725,"Arizona: its resources and prospects. A letter to the Editor of the New York Tribune, etc","Maccormick, Richard Cunningham",1865,New York,United States of America,English,,Non-fiction,4
14860739,Cortona nel medio evo,"Mancini, Girolamo Maria",1897,Firenze,,Italian,,Non-fiction,1
14860777,"Somma Lombardo: storia, descrizione e illustrazioni","Melzi, Lodovico",1880,Milano,Italy,Italian,,Non-fiction,1
14860794,Vid nedre Kongo [With illustrations and maps.],"Möller, P., traveller",1887,Stockholm,,Swedish,,Non-fiction,1
14860808,"A Handy Guide to Seascale and District, etc","Mossop, Matthew",1898,Whitehaven,England,English,W. H. Moss,Non-fiction,3
14860811,"Catalogus van boeken, plaatwerken en kaarten over de Nederlandsche bezittingen, zoo vroegere als tegenwoordige, in Azie, Afrika en Amerika, en over de lande die daarmede in betrekking staan, als: Japan, China, enz. ... verzameld door en ... verkrijgbaar bij den boekhandelaar F. Muller","Muller, Frederik, boekhandelaar",1854,Amsterdam,,Dutch,,Non-fiction,1
14860899,"Barcelona antigua y moderna, etc [With plates, including a portrait.]","Pi Y. Arimón, Andrés Avelino",1854,Barcelona,,Spanish,,Non-fiction,1
14860942,Coleccio de monografías de Catalunya. Anotadas per J. Reig y Vilardell. Ab un prefaci del eminent historiador J. Coroleu ... Edició ilustrada,"Reig Y. Vilardell, Joseph",1890,Barcelona,,Spanish,,Non-fiction,1
14861011,Abhandlungen zur alten Geschichte ... Gesammelt und herausgegeben von F. Rühl,"Schmidt, Wilhelm Adolf",1888,Leipzig,,German,,Non-fiction,2
14861047,A földrajz az iskolában és az iskolán kívül : koszorúzott pályamű,"Stauber, Anton",1889,Ungvárott,,Hungarian,,Non-fiction,1
14861053,"Reizen uit Oost Indie naar Europa in Engeland, Nederland, Duitschland, Frankrijk en Zwitserland gedaan in 1836","Sturler, Jacques Eduard de, the Elder",1840,'s Gravenhage  Amsterdam,,Dutch,,Non-fiction,1
14861111,Verdens Storbyer [Translated from 'Les Capitales du monde.'] Paa Dansk af P. Nansen. Med 322 Afbildninger,,1892,Københaven,,Danish,,Non-fiction,1
14861117,Een reis om de Wereld in vier honderd en tachtig dagen,"Verschuur, G.",1882,Haarlem,,Dutch,,Fiction,1
14861126,"Mohammed Christus. Vier Schetsen van eene reis in het Oosten, etc","Visser, Johannes Theodoor de",1896,Amsterdam,,Dutch,,Non-fiction,1
14861139,Paa Reiser og Eventyr. Virkelighedsbilleder,"Watt, Robert",1885,Kjøbenhavn,,Danish,,Non-fiction,1
14861143,Haandbog i Verdenshistorien ... Udarbejdet paar Grundlag af G. Webers: 'Lehrbuch der Weltgeschichte' 20 Oplag,"Weitemeyer, H.",1890,København,,Danish,,Non-fiction,1
14861153,"Aanteekeningen op eene reize van Parijs naar Napels, door het Tirolsche, en van daar door Zwitserland en langs den Rhijn terug naar Holland. Met Platen","Willigen, Adriaan van der, the Elder",1811,"Harlem, Utrecht",,Dutch,,Non-fiction,1
14861198,"München vor 40 Jahren. Ein Beitrag zur Geschichte der Münchener Stadtverwaltung, etc","Ahland, Eduard",1894,München,,German,,Non-fiction,2
14861204,De stad Enkhuizen en hare geschiedenis,"Allan, Francis, Leeraar aan's Rijks Kweekschool voor Onderwijzers te Haarlem",1856,Schagerbrug,,Dutch,,Non-fiction,1
14861205,"De stad Utrecht en hare geschiedenis, voorafgegaan door eene algemeene geschied- en aardrijkskundige beschouwing over de provincie Utrecht","Allan, Francis, Leeraar aan's Rijks Kweekschool voor Onderwijzers te Haarlem",1856,Amsterdam,,Dutch,,Fiction,1
14861217,Handbook to the Highland Railway ... Season 1890. Ninth edition [of the work by G. and P. Anderson] . Revised and enlarged. By P. J. Anderson,"Anderson, George, of Inverness",1890,Inverness,Scotland,English,Northern Chronicle,Non-fiction,3
14861306,Anteckningar fran Italien af en svensk diplomat [With plates.],"Bildt, Carl Nils Daniel, Baron",1896,Stockholm,,Swedish,,Non-fiction,1
14861323,"Het Distrikt St. Nikolaas, voorheen Land van Waes, Provincie Oost-Vlaanderen, beschouwd met betrekking tot deszelfs natuur- staat- en geschiedkunde; gevolgd door eene bijzondere beschrijving van elke stad, dorp of gemeente in hetzelve gelegen","Bogaerde Van Ter Brugge, André Jean Louis van den, Baron",1825,St Nikolaas,,Dutch,,Non-fiction,1
14861369,"Verhandeling over het Westland, ter opheldering der Loo-en, Woerden en Hoven, benevens de natuurdienst der Friesen en Batavieren, etc","Buddingh, Derk",1844,Leyden,,Dutch,,Non-fiction,1
14861467,Middelburg voorheen en thans. Bijdrage tot de kennis van den voormaligen en tegenwoordigen toestand van het armwezen aldaar,"Coronel, Samuël Senior",1859,Middelburg,,Dutch,,Fiction,1
14861480,Il Casino di San Marco costruito dal Buontalenti ai tempi medicei,"Covoni, Pierfilippo",1892,Firenze,,Italian,,Non-fiction,1
14861482,"Naar de Rhetische Alpen, in Tijrol en Salzburg. Schetsen-indrukken","Croiset, Guillaume Egbert Cathérine",1866,Rotterdam,,Dutch,,Fiction,1
14861544,"Resor uti Guiana, Mexico, Californien, China och Ostindien ... 1843-58. Häfter 1-6","Düben, Cesar von",1871,Stockholm,,Swedish,,Non-fiction,1
14861587,Wandelingen door Gelderland en aangrenzende Noord-Brabandsche. Limburgsche en Pruisische Gewesten,"Engelen, Adriaan Walraven",1847,Groningen,,Dutch,,Fiction,1
14861603,Danske minder i Normandiet ... Med tre kårt,"Fabricius, Adam Kristoffer",1897,København,,Danish,,Non-fiction,1
14861681,"Aardrijkskundige beschrijving van het koningrijk Holland, etc","Gelder, Jacob de",1809,Amsterdam,,Dutch,,Non-fiction,1
14861687,"In luftigen Höh'n ... Das Matterhorn und seine Geschichte, etc [Illustrated.]","Deutscher Alpenverein (Germany), Sektion Berlin, Wundt (Theodor)",1897,Berlin,,German,,Non-fiction,2
14861689,"Ons Vaderland. Historisch-romanische schetsen uit de vaderlandsche geschiedenis van de vroegste tyden tot op heden, door G. E. G. met medewerking van eenige vaderlandsche geleerden en letterkundigen","Gerrits, Gerrit Engelberts",1856,Amsterdam,,Dutch,,Non-fiction,1
14861706,Van Arkel's Oude Veste. Geschied- en oudheidkundige aanteekeningen betreffende de stad Gorinchem en hare voornaamste gebouwen en instellingen,"Goch, H. A. van",1905,Gorinchem,,Dutch,,Non-fiction,1
14861755,Från Spanien och Portugal. Resebilder ... Med illustrationer i träsnitt,"Gustafsson, Richard",1878,Stockholm,,Swedish,R. Gustafsson,Non-fiction,1
14861759,Beschrijving der Loonsche Leenen in het Hertogdom Limburg,"Habets, Jozef",1871,Roermond,,Dutch,,Fiction,1
14861763,"Fra Arcachon til Nîmes. Reiseerindringer, etc","Hansen, Aleth",1892,Kjøbenhavn,,Danish,,Non-fiction,1
14861766,"Het eiland Urk, zijn bodem, voortbrengselen en bewoners","Harting, Pieter",1853,Utrecht,,Dutch,,Non-fiction,1
14861767,Van de Veluwe en Uit den Achterhoek in vroegere tijden. Verzamelde schetsen,"Hartman, Herman Gerard",1889,Arnhem,,Dutch,,Non-fiction,1
14861768,G. van Hasselt's Arnhemsche Oudheden. 4 deel,"Hasselt, Gerard van",1803,Arnhem,,Dutch,,Non-fiction,1
14861775,"Reis naar Hamburg en Berlijn, of eenige dagen toegewijd aan het gebied der Innere Mission","Heldring, Otto Gerhard",1850,Arnhem,,Dutch,,Non-fiction,1
14861786,"Leeuwarden na en voor hare wording als stad, en in hare betrekking tot de Leppa. Eene bydrage tot de Geschiedkundige beschrijving, van W. Eekhoff","Hettema, Montanus de Haan",1848,Leeuwarden,,Dutch,,Non-fiction,1
14861788,De Versiering en Beschildering der St. Ignatius-Kerk de Zaaijer te Amsterdam,"Heynen, F. C.",1865,Amsterdam,,Dutch,,Non-fiction,1
14861798,Geschiedenis der Zaanlanden,"Honig, Jacob",1849,Zaandijk,,Dutch,,Non-fiction,1
14861802,"Et Besøg i Grækenland, Ægypten og Tyrkiet, etc","Hoskiær, Otto Valdemar von",1879,Kjøbenhavn,,Danish,,Non-fiction,1
14861814,"Századunk névváltoztatásai : helytartósági és miniszteri engedélylyel megváltoztatott nevek gyűjteménye, 1800-1893",,1895,Budapest,,Hungarian,,Non-fiction,1
14861847,"Loggboks-Anteckningar under en Jordomsegling med Fregatten Eugenie åren 1851-53, gjorda ... af en J.; bearbetade och utgifna af C. M. Ekbohrn",,1856,Stockholm,,Swedish,,Non-fiction,1
14861852,De provincie Zeeland. (Bijlagen.-Nalezing.),"Kanter, Johan de",1824,Middelburg,,Dutch,,Fiction,1
14861856,Fra det moderne Frankrig ... med Illustrationer efter franske Kunstnere,"Kaufmann, Richard",1882,Kjøbenhavn,,Danish,,Non-fiction,1
14861857,Pariserliv i Firserne ... Med talrige Illustrationer,"Kaufmann, Richard",1885,Kjøbenhavn,,Danish,,Non-fiction,1
14861867,"In den Vreemde. Herinneringen, ontmoetingen, schetsen ... Zwitserland 15 Junij. 5 September 1839","Kner, Imre",1840,Leiden,,Dutch,,Non-fiction,1
14861870,"Maps and tables of chronology and genealogy; selected and translated from Monsieur Koch's 'Tableau des Révolutions de l'Europe.' [By C. T. L, i.e. Charles Thomas Longley? afterwards Archbishop of York.]","Koch, Chr. de (Christophe)",1831,London,England,Dutch  English,,Non-fiction,1
14861874,"Tafereel der Stad Haarlem en derzelver Geschiedenis, etc","Koning, Cornelis de",1807,Haarlem,,Dutch,,Non-fiction,1
14861875,"Geschiedenis van het slot te Muiden, en Hoofts leven op hetzelve","Koning, Jacobus",1827,Amsterdam,,Dutch,,Fiction,1
14861960,Merkwaardige Kasteelen in Nederland. Door Mr J. van L. en W. J. H. Plates,"Lennep, J. van (Jacob)",1854,Amsterdam,,Dutch,,Non-fiction,1
14861979,Menniskan. ... Femte upplagan. Genomsedd och delvis omarbetad af K. af Geijerstam. Med ... teckningar,"Lilja, Nils",1889,Stockholm,,Swedish,,Can't tell,1
14862046,"Öfver Verldshafven under tretungad flagg. Episoder från fregatten Eugenie's verldsomsegling 1851-53, etc","Melander, Richard",1889,Stockholm,,Swedish,,Non-fiction,1
14862054,"Die Habsburg. Studie ... Mi 31 Abbildungen ... 19 Tafeln, etc","Merz, Walther",1896,Aarau,,German,,Fiction,2
14862058,"Mijne reis door Zwitserland naar de Waldenzen, in Piemont's valleijen","Meulen, Marinus Ernestus van der",1852,Utrecht,,Dutch,,Non-fiction,1
14862072,"Geschied- en oudheidkundige beschrijving van de pleinen, straten, stegen, waterleidingen, wedden, putten en pompen der stad Utrecht, etc","Monde, Nicolaas van der",1844,Utrecht,,Dutch,,Fiction,1
14862106,Geschiedenis der Stad Eecloo,"Neelemans, Eduard",1859,Eecloo,,Dutch,,Non-fiction,1
14862108,"Alphabetisch Register van alle bewoonde oorden des rijks. Zijnde een vervolg op de Itineraire voor marscherende troepen in het koningrijk der Nederlanden. Te zamen gesteld bij het topographisch bureau van het departement van Oorlog, in verband met de bij dat bureau mede vervaardige étappekaart van het rijk","Netherlands [Kingdom of the Netherlands.], Ministerie van Oorlog",1850,'s Gravenhage,,Dutch,,Non-fiction,1
14862119,"Burgerlijk en kerkelijk gedenkboek van Haamstede, deels ook van Burgh, etc","Nieuwhof, D.",1857,Tholen,,Dutch,,Fiction,1
14862120,"De algemeene kaarteṅ van de Provincie Friesland, etc","Nijenhuis, Jan Tiberius Bodel",1846,Leiden en Leeuwarden,,Dutch,,Non-fiction,1
14862158,A Lost Chapter in the History of Bath. A paper read ... 1877,"Pearson, Charles Buchanan",1877,Bath,England,English,R. E. Peach,Non-fiction,5
14862190,"Geschiedenis van Dixmude, etc","Pieters, Robert",1885,Dixmude,,Dutch,,Non-fiction,1
14862199,Barneveld onder de Regering der Ampts-Jonkers. 1648-1795. Door een Plattelands-Burgemeester,,1871,Barneveld,,Dutch,,Fiction,1
14862279,"Kroniek der stad Roermond van 1562-1638, [probably by J. van Ryckenroy] uitgegeven door F. Nettesheim",,1876,Roermond,,Dutch,,Non-fiction,1
14862320,"Barcelona. Su pasado, presente y porvenir. Memoria histórica, filosófica y social","Sanpere Y. Miquel, Salvador",1878,Barcelona,,Spanish,,Non-fiction,1
14862339,Nederland tusschen de Tropen. Aardrijkskunde onzer kolonien in oost en west,"Schuiling, Roelof",1889,Zwolle,,Dutch,,Non-fiction,1
14862363,Stemmen uit Amerika,"Smit, C. de",1880,Nijmegen,,Dutch,,Non-fiction,1
14862399,"Zwitzerland en de Alpen van Savoye, in afbeeldingen en tafereelen geschetst [The text by N. G. van Kampen, the engravings by W. H. Bartlett.]",Switzerland,1836,Amsterdam,,Dutch,,Non-fiction,1
14862431,Geschichte der Stadt Neuss ... Mit neun Abbildungen,"Tuecking, Carl",1891,Düsseldorf  Neuss,,German,,Non-fiction,2
14862465,Chronijcke van Ghendt door J. van den Vivere en eenige andere aanteekenaars der XVIe. en XVIIe. eeuw. Handschrift ... in 't licht gegeven door F. de Potter,"Vivere, Jan van den",1885,Gent,,Dutch,,Non-fiction,1
14862494,"Jaarboek van en voor de Provincie Groningen, ten gebruike dier genen, welke de geschiedenis dezer Provincie geheel wenschen over te zien","Westendorp, Nikolaas",1829,Groningen,,Dutch,,Non-fiction,1
14862499,Das Netz der allgemeinen Karten des Eratosthenes und Ptolemaeus. Aus den Quellen dargestellt,"Wilberg, Friedrich Wilhelm",1834,Essen,,German,,Non-fiction,2
14862504,Oud Nederland,"Winkler, Johan, of Leeuwarden",1888,'s-Gravenhage,,Dutch,,Fiction,1
14862516,"Oudewater en omtrek, geologisch, mythologisch en geschiedkundig geschetst","Zijll, W. C. van",1858,Oudewater,,Dutch,,Non-fiction,1
14866299,"Försök till en statsekonomisk statistik öfver Sverige. (Den statsekonomiska afdelningen af C. A. Agardh, den statistiska af C. E. Ljungberg.)","Agardh, C. A. (Carl Adolf)",1852,Carlstad  Stockholm,,Swedish,,Non-fiction,1
14866341,"Op reis door Nederland. Geïllustreerd aardrijkskundig leesboek, etc","Bakker, J. D., Hoofdonderwijzer te Groningen, Deelstra (F.)",1884,Groningen,,Dutch,,Non-fiction,1
14866365,"Der Patriotismus der Stadt Kronach im dreissigjährigen Kriege dargestellt in Denk- und Ehren-Reden nebst der Original Chronik [of H. N. Zitter], etc [With plates, including a portrait.]","Bauer, Franz August",1846,Bamberg,,German,,Fiction,2
14866369,Ueber den Polarkreis ... Mit ... Abbildungen und eine Karte,"Bayer, Th. von, pseudonym [i.e. Princess Theresa Charlotte Mary Anne Augustina, of Bavaria]",1889,Leipzig,,German,,Non-fiction,2
14866375,Chronik der Stadt Schweinfurt,"Beck, Heinrich Christian",1836,Schweinfurt,,German,,Non-fiction,2
14866380,Chronik der Stadt Wolfenbüttel und ihrer Vorstädte,"Bege, Carl Friedrich",1839,Wolfenbüttel,,German,,Fiction,2
14866389,"Handboek der Middel-Nederlandsche geographie, etc [With a map.]","Bergh, L. Ph. C. van den (Laurens Philippe Charles)",1872,'s Gravenhage,,Dutch,,Non-fiction,1
14866393,"Petersburg-Astrakan. Dagboks-uppteckningar under resor i Ryssland åren 1880 och 1881, etc","Bergstrand, Per Emanuel",1882,Stockholm,,Swedish,,Non-fiction,1
14866417,Handlingar rörande Prestmötet i Westerås ar 1856 [Followed by speeches and sermons.],"Prestmotet, 1856 (Västerås)",1856,Westerås,,Swedish,,Non-fiction,1
14866425,Eene Hollandsche stad in de middeleeuwen. (Eene Hollandsche stad onder de Bourgondisch-Oostenrijksche heerschappij.),"Blok, Pieter Johan",1884,'s Gravenhage,,Dutch,,Non-fiction,1
14866444,"The Sixth Census of the United States. As published in the Merchants' Magazine, for February, 1845. Memorial to the Honorable the Senate and House of Representatives, in Congress assembled [On alleged inaccuracies in the census. By a committee, consisting of Edward Jarvis and others, appointed by the American Statistical Association.]","American Statistical Association (Boston, Massachusetts)",1845,Boston,,Dutch  English,,Non-fiction,1
14866454,"Berlin som tysk Rigshovedstad. Erindringer, etc","Brandes, Georg Morris Cohen",1884,Kjøbenhavn,,Danish,,Non-fiction,1
14866460,"Die Mainufer und ihre nächsten Umgebungen ... Mit 54 Stahlstichen, nach Originalzeichnungen von Fritz Bamberger. Nebst einer Stromkarte vom Main","Braunfels, Ludwig",1844,Würzburg,,German,,Non-fiction,2
14866489,Geschiedenis van Overijsel gedurende het eerste stadhouderlooze tijdperk,"Bussemaker, Carel Hendrik Theodor",1888,'s-Gravenhage,,Dutch,,Non-fiction,1
14866501,Berlijn ... Geïllustreerd door Hendr. Klijn,"Carelsen, Geertruida, pseudonym [i.e. Amy Geertruida de Leeuw]",1891,Amsterdam,,Dutch,,Non-fiction,1
14866502,"Efterretninger om Gammelkjøgegaard og Omegn, samlede af F. Carlsen","Carlsen, Franziska",1876,Kjøbenhavn,,Danish,,Non-fiction,1
14866512,"Är svenska folket verkligen så fysiskt och moraliskt förderfvadt, som Herr Prof. M. Huss antyder uti sin afhandling: 'Om Sveriges endemiska sjukdomar'? Recension","Cederschjöld, Fredrik August",1854,Stockholm,,Swedish,,Non-fiction,1
14866518,"On the Physical, Mental, and Philological Characters of the Wallons, etc [Extracted from the Journal of the Anthropological Institute of Great Britain and Ireland.]","Charnock, Richard Stephen",1873,London,England,English  German  Italian,,Non-fiction,2
14866525,"Svenska expeditionen till Spetsbergen år 1861, under ledning af Otto Torell. Ur deltagarnes anteckningar och andra handlingar skildrad af K. Chydenius. Med karta, taflor och träsnitt","Chydenius, Jakob Karl Emil",1865,Stockholm,,Swedish,,Non-fiction,1
14866532,Gamle Christiania-Billeder,"Collett, Alf",1893,Christiania,,Danish,,Non-fiction,1
14866543,"An Address on the Early Settlement of the Valley of Pequea, etc","Conyngham, Redmond",1842,"Paradise, Pennsylvania",,Dutch  English,,Non-fiction,1
14866562,Aanteekeningen over het dorp Stramproy. Eene bijdrage tot de geschiedenis van het voormalig Rijksvorstendom Thorn,"Creemers, Christiaan",1871,Roermond,,Dutch,,Fiction,1
14866572,Toponymische studie over de oude en nieuwere plaatsnamen der gemeente Bilsen [With a map.],"Cuvelier, Jozef",1897,Gent,,Dutch,,Non-fiction,1
14866575,Anden omarbeidede og forøgede Udgave med over 100 illustrationer,"Daae, Ludvig",1891,Christiania,,Danish,,Non-fiction,1
14866604,"Winterreis door Rusland, gedaan in het jaar 1841 ... Met eene kaart","Dijkema, Hemmo",1849,Groningen,,Dutch,,Non-fiction,1
14866618,"Geschichte des Kreises Marienburg, etc","Dormann, Edmund J.",1862,Danzig,,German,,Non-fiction,2
14866641,"Svenska Expeditioner till Spetsbergen och Jan Mayen utförda under åren 1863 och 1864 af N. Dunér, A. J. Malmgren, A. E. Nordenskiöld och A. Qvennerstedt","Natan Neṭaʿ, ha-kohen",1867,Stockholm,,Swedish,,Non-fiction,1
14866650,"Uit Friesland's volksleven van vroeger en later. Volksoverleveringen, volksgebruiken, volksvertellingen, volksbegrippen. Bijeengebracht door Waling Dykstra [With a preface by Hugo Suringar.]","Dykstra, Waling",1892,Leeuwarden,,Dutch,,Non-fiction,1
14866656,"Geschiedkundige Beschrijving van Leeuwarden, ... van den vroegsten tijd tot den jare 1846 ... Met kaarten en platen","Eekhoff, W. (Wopke)",1846,Leeuwarden,,Dutch,,Non-fiction,1
14866660,"Catalogus van boeken, pamfletten, enz, over de geschiedenis van Haarlem, van de omstreken, van eenige voorname inwoners en van het Huis van Brederode, byeengebragt door C. E. (Supplement en Register.)","Ekama, C.",1874,Haarlem,,Dutch,,Non-fiction,1
14866663,Zur Geschichte der Stadt Ems. 1 Teil,,1895,,,German,,Non-fiction,2
14866665,Reistogtje door een gedeelte van Duitschland in 1838,"Engelen, Adriaan Walraven",1839,Groningen,,Dutch,,Non-fiction,1
14866679,"Bemerkungen auf einer Reise durch einen Theil der Schweiz und einige ihrer næchsten Umgebungen, etc","Erbach Fuerstenau, Albrecht August Ludwig von, count",1809,Heidelberg,,German,,Non-fiction,2
14866681,"Den danske Stat, en almindelig geographisk Skildring for Folket. Med mange Illustrationer","Erslev, Edvard",1855,Kiøbenhavn,,Danish,,Non-fiction,1
14866683,"Jylland, Studier og Skildringer til Danmarks Geografi [With maps and illustrations.]","Erslev, Edvard",1886,Kjøbenhavn,,Danish,,Non-fiction,1
14866718,"Statistik öfver Sverige, grundad på offentliga Handlingar. Jemte en Karta öfver den Nordiska Halfön. Af C. af F. Fjerde Upplagan","Forsell, Carl af",1844,Stockhom,,Swedish,,Non-fiction,1
14866723,Fredensborg. Det danske Kongehus og dets Slægt. Med Bidrag af danske og fremmede Forfattere og Kunstnere,,1896,Kjøbenhavn,,Danish,,Non-fiction,1
14866726,Göttingen in Vergangenheit und Gegenwart,"Frensdorff, Ferdinand",1878,Göttingen,,English  German  Italian,,Fiction,2
14866731,"Roskilde Domkirke, beskreven af S. F","Friis, Steen",1851,Kjøbenhavn,,Danish  Latin,,Non-fiction,1
14866737,"Cilli, 1867-1892. Fünfundzwanzig Jahre selbständigen Gemeindewesens","Fuerstbauer, Thomas",1892,Cilli,,German,,Non-fiction,2
14866739,"Efterretainger om Kjøbstaden Kolding. Med 12 lithographerede Grundtegninger, Prospecter, etc. (Bilag, etc.)","Fyhn, Jens Jörgen",1848,Kjøbenhavn,,Danish,,Non-fiction,1
14866744,"Kronijk of tydrekenkundige beschryving der stad Brugge sedert derzelver oorsprong tot op heden, naer het achtergelaten handschrift van B. J. G, verrykt met aenbelangende aenteekeningen van den uitgever (J. Gailliard)","Gailliard, B. J.",1849,Brugge,,Dutch,,Non-fiction,1
14866747,Geschichte der Stadt Hamburg,"Gallois, J. G.",1867,Hamburg,,German,,Non-fiction,2
14866749,"Tägliche Aufzeichnungen des Pfarrhern J. Garcaeus in Sorau und Brandenburg aus den Jahren 1617-1632. Auf Grund der von E. Niederstadt ... angefertigten Abschrift, mit einer historischen Einleitung und erläuternden Anmerkungen herausgegeben von O. Tschirch","Garcaeus, Joachim",1894,Brandenburg,,German,,Non-fiction,2
14866760,"Het Oudste leenactenboek van Gelre, 1326. Naar het oorspronkelijke handschrift uitgegeven door P. N. v. Doorninck",,1898,Haarlem,,Dutch,,Non-fiction,1
14866763,"Veertien jaren in België, en vlugt uit Brugge; gevolgd van bijlagen, alsmede van eenen brief ... over het aangeboden en sedert ingetrokken ontwerp van wet op het onderwijs","Genabeth, P. van",1831,Amsterdam,,Dutch,,Non-fiction,1
14866779,Geschichte der Stadt Schleusingen bis zum Tode des letzten Grafen von Henneberg,"Gessner, Theodor",1861,"Schleusingen, Gotha",,German,,Non-fiction,2
14866800,"Geschiedenis van Grobbendonk, etc","Goetschalckx, Pieter Jozef",1897,Hoogstraten,,Dutch,,Non-fiction,1
14866808,Nalezing mijner Herinneringen van Gouda,,1822,'s-Gravenhage,,Dutch,Erve J. Thierry en C. Mensing & Zoon,Fiction,1
14866813,Geschiedenis van Amsterdam,"Gouw, Jan ter",1879,Amsterdam,,Dutch,,Non-fiction,1
14866814,Statistiesch overzigt van Oostvriesland en Jever,"Graaff, Servaas van de",1808,Haag,,Dutch,,Non-fiction,1
14866820,"'S Gravenhage in onzen tijd ... Met 80 illustratiën, etc","Gram, Johan",1893,Amsterdam,,Dutch,,Non-fiction,1
14866846,Kaiser Wilhelm's II. Reisen nach Norwegen in den Jahren 1889 und 1890,"Güssfeldt, Paul",1890,Berlin,Germany,German,Gebr. Paetel,Fiction,2
14866849,"Beschryving van Antwerpen Mechelen, Lier en Turnhout, ... In het Nederduitsch vertaeld door Kiliaen; herdrukt volgens de uitgave van 1612 in naem der Rederykkamer De Olyftak","Guicciardini, Lodovico",1854,Antwerpen,,Dutch,,Non-fiction,1
14866859,Rhenen en Omstreken,"Haakman, G. C.",1847,Amersfoort,,Dutch,,Fiction,1
14866860,De voormalige heerlijkheid Borgharen. Eene bijdrage tot de geschiedenis van het land von Valkenburg,"Habets, Jozef",1872,Roermond,,Dutch,,Non-fiction,1
14866864,"Morgenwandelingen door en in den omtrek van s' Gravenhage; of Schoonheden en merkwaardige byzonderheden betrekkelijk deze Residentie, etc",,1832,'s Gravenhage,,Dutch,,Non-fiction,1
14866906,Ertsforekomster i Søndhordland og paa Karmøen,"Helland, Amund",1871,Christiania,,Danish,,Non-fiction,1
14866913,"Der Dom zu Halberstadt. Seine Geschichte und seine Schätze, etc","Hermes, E.",1896,Halberstadt,,German,,Non-fiction,2
14866920,"Onze Reis naar Sagelterland, benevens deszelfs geschiedenis, eene beschrijving ... van dezelfs bewoners en eene korte schets en woordenlijst van hunne taal","Hettema, Montanus de Haan",1836,Franeker,,Dutch,,Non-fiction,1
14866933,"An historical sketch of Abingdon, Plymouth county, Massachusetts","Hobart, Aaron",1839,Boston  Massachusetts,United States of America,English,,Non-fiction,3
14866939,Herinneringen van mijne Academiereis in 1843,"Hoeven, Abraham des Amorie van der, the Younger",1845,Leeuwarden,,Dutch,,Non-fiction,1
14866942,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer","Hofberg, Johan Herman",1895,Stockholm,,Swedish,,Non-fiction,1
14866943,"Amsterdam, 1860. Tekst van W. J. H. platen van J. Hilverdink. Afl. 1-6","Hofdijk, Willem Jacobs",1860,Amsterdam,,Dutch,,Non-fiction,1
14866972,"Chronik der Stadt, der Diözese und des Herzogtums Hildburghausen. I. Chronik der Stadt Hildburghausen","Human, Rudolf Armin",1886,Hildburghausen,,German,,Non-fiction,2
14866981,The Life of Edward Earl of Clarendon ... in which is included a continuation of his History of the Grand Rebellion. Written by himself [With a portrait.],"Clarendon, Edward Hyde, Earl of",1857,Oxford,,English,,Non-fiction,3
14867025,En Rejse til Rusland under Tsar Peter. Dagbogsoptegnelser af Viceadmiral J. Juel ... Med Illustrationer og oplysende Anmærkninger ved G. L. Grove,"Juel, Just, levnet",1893,København,,Danish,,Non-fiction,1
14867053,Geschiedenis en plaatsbeschrijving van Arnemuiden,"Kesteloo, Huibert Martin",1875,Middelburg,,Dutch,,Non-fiction,1
14867077,"An Account of Knoepfel's Schoharie Cave, Schoharie County, New York: with the history of its discovery, subterranean lake. ... Illustrated, etc","Knoepfel, William H.",1853,New York,United States of America,Dutch  English,,Non-fiction,1
14867082,Herinneringen en mededeelingen van eenen Landschapschilder ... met platen,"Koekkoek, B. C.",1841,"Amsterdam, Utrecht",,Dutch,,Fiction,1
14867101,Gamle folks fortællinger om det jyske almueliv ... samt enkelte oplysende sidestykker fra øerne. Samlede af E. T. Kristensen,"Kristensen, Evald Tang",1891,Kjöbenhavn  Århus,,Danish,,Non-fiction,1
14867102,"Beschrijving van 's Gravenhage, uit echte bronnen geput. Afl. 1-6","Kroon, Anthonie Willem",1852,'s Gravenhage,,Dutch,,Non-fiction,1
14867132,"[De Kroniek van Staets. Een bladzijde uit de Geschiedenis van het Fabriekambt der Stad Amsterdam, 1594-1628 [i.e. verses, written by J. Laurentius, at the request of Hendrik Staets, describing the different architectural works executed in Amsterdam under the supervision of the latter] . Door N. de Roever.]","Laurentius, Jacobus",1886,Amsterdam,,Dutch,,Non-fiction,1
14867141,Forsøg til en Beskrivelse over Ringe Sogn,"Leerbech, Hans",1826,Odense,,Danish,,Non-fiction,1
