TextSnippet	MachineType	Date	Category	Humanness	Animacy	split
"was their only an swer, mingled with cries of "" Vive la Nation ! ""  The soldiers, by During this scene, I was on duty at the gate of the court, fac ing a Swiss, an absolute machine, with whom it was impossible to exchange a word.  But an aide-de camp of General Whittinghoff pass ing near me, I asked him what his general intended doing."	machine	1887	human as a machine	0	1	train
He was no journeyman builder.  He did not write by the yard, reeling off so many folios in so many hours, as though he had been a machine, and remaining untouched by what he had written.  His lit- tie book, thin as it was, cut deep into his own life; it was part and parcel of himself, a record of his own deep est needs and longings.	machine	1892	human as a machine	0	1	train
At the village there is a pile jetty, but no harbour, the colliers having to discharge on the beach.  A life-boat and the necessary apparatus for saving life are maintained at Cromer, and rockets aud lines are likewise kept at Sidestrand, a village 2 miles south-eastward from Cromer.  hasborough CAT ANS THE WOULD.	apparatus	1860	machine is inanimate object without agency	0	0	train
Rent is the one impost which can be so resisted ; a struggle against it is the one means of enlisting the great mass of the farming classes in the army of sedition, and kindling in them a strain of genuine passion. '  There is but one way alone, and that is to link repeal to some other question, like a railway carriage to the engine, some question possessing the  LALOR AND MITCHEL.	engine	1878	machine is inanimate object without agency	0	0	train
More will be given in another part respecting the suburban churches.  The state has done well to aid the church, by correcting many of its abuses, and by extending the efficiency of its machinery.  This delicate experiment was approached in a manner most agree able to the heads of the church, and most protective of their interests, even in 1849.	machinery	1852	machine as a system	0	0	train
"Mr. Chamberlain, writing of this invention, says : — "" The process may be shortly described.  The wire having been headed by a machine, the forged blanks are carried to the turning and nicking machine, and are placed in a hopper above the machine, from which they are taken one by one by a mechani- cal arrangement which places them in the machine, where the heads are first turned, then nicked, and lastly, re-turned to remove the burr left by the nicking saw.  The blank, thus nicked and turned, is then delivered by the machine into a bucket placed to receive it."	machine	1884	machine is agent (purpose/work)	0	0	train
"They are brave enough when it comes to fighting ; that is, when this is done in their own way ; and rather than give way an inch they will die like valiant warriors.  It is an impossibility, however, to make them understand that when a man is a soldier, in European fashion, he is no more a man, but a machine. ""  Why not have machines altogether ? """	machine	1895	human as a machine	0	1	train
The reason, as you know, why my uncle quarrelled with me was that I Avould not choose either of what he called the three gentlemanly pro fessions.  I would not go into the Church because I did not like cramming school chfldren with indigestible cake, and yet more indigestible facts, and performing the part of a machine for the Squire's daugh ters to learn to flirt on.  I would not be a barrister, because I had no taste for wading through a ploughed field.	machine	1874	human as a machine	1	1	train
As the bull charges, the picador, holding the lance under his right arm, pushes to the right and turns his horse to the left.  The bulls, which develop great activity, are designated by the majos as alegres, con muchas piernas, or in our slang, festive, tricky, many- Don Manoel M. Gonzah a considerable quantity of other machinery legged.  The bull which tries to escape on the premises, where 240 men find daily employment.	machinery	1899	other	0	0	train
His way now brought him past the railway station where he had saved a human being's life.  He fixed his sad gaze on the great engine factory which stood within the station.  There he had worked for ten years as a black smith.	engine	1895	machine is inanimate object without agency	0	0	train
During the present year, I have scarcely heard of a case of fever in the whole country.  The timber of Oregon is indeed most superior, and constitutes a large por tion of its wealth ; and we have not only the tallest, finest timber in the world, but we have everywhere water power to any desirable extent, suitable for propelling all kinds of machinery.  The soil of this country is most excellent, and can be prepared and cultivated with less labor than that of any other country.	machinery	1870	machine is instrument	0	0	train
In engaging servants in other countries as well as in Russia, it is necessary to make a careful selection, and to put them in such a position that they should value their place and fear to lose it ; and ivhen all this has been done, the watchful eye and directing hand of the master should be always present.  In a word, servants must be treated, not as machines, but as human beings who are always more in clined to act according to their immediate personal interest than according to the dictates of high morality.  This simple truth appears to be very imperfectly understood by the majority of Russian proprietors.	machines	1887	human as a machine	0	1	train
"71 CHAPTER IX.  THE END OF THE "" BALSHAW "" CASE THEN all in a moment a curious thing happened ; as the de tective felt the coveted reward securely within his grasp, he ■ceased to be a machine, and became a man.  I saw it in his face, I felt it in his manner, and marvelled ; and the next instant I ■experienced it in his speech. """	machine	1889	human as a machine	0	1	train
Author's plan, -pj^g means which I have recourse to in the treatment of fractures of the olecranon, consist Apparatus.  of the little apparatus here depicted ; a long straight splint well padded, and a roller.  The pads of the apparatus, a, a, (Fig.	apparatus	1831	machine is inanimate object without agency	0	0	train
Yet such is the fact ; and they never weary of pointing to the pros titution of our great cities, claiming that it is their ap pointed destiny to remove all such evils, and make wo man universally pure.  This, then, is the self-proclaimed task of Mormonism ; to save a few by reducing ad to a level; to abolish prostitution by legalizing concubinage ; to promote conjugal purity by multiplying the husband's temptations and opportunity, and to improve the condi tion of woman by making her a mere life-giving machine.  Perhaps the most saddening feature of Mormon poly gamy, is the effect it has had upon the young.	machine	1872	human as a machine	0	1	train
To supply, ac cording to the above data, an annual quantity equal to 62,400 tons, (probable consumption for Port Phillip alone.)  a capital of £36,000 would be required, and this exclusive sf freight of machinery, en gineers, and workmen from home, or the salaries of officers' and other annual expenses on the spot.  To estimate, therefore, the called up capital at £50,000, and the nominal at £100,000, would be the least with which the Committee could advise a commence ment of operations; and upon this amount, the sale of 62,000 tons at 10s.	machinery	1841	machine is inanimate object without agency	0	0	train
Though excavated for the most part out of solid rock, the front is to be covered with heavy blocks of cut granite.  It is to be supplied with powerful engines, pumps and every appliance for securing the greatest efficiency, and will have cost when completed over £1,200,000.  The Merchants' Dry Dock Company have lately finished a similar, but smaller work, at a cost of about $60, 000.	engines	1868	machine is inanimate object without agency	0	0	train
"retorted the offended dra gon, "" setting aside your knighthood, I hold myself as well bora a man as thyself.""  The knight made no answer in words, but bestow ed two such blows with the butt of his lance on the petulant dragon, that had not the hoops which con stituted the ribs of the machine been pretty strong, they would hardly have saved those of the actor from being broken.  In all haste the masquer crept out of his disguise, unwilling to abide a third bullet from the lance ofthe enraged knight."	machine	1840	machine as an animal	1	1	train
— Clark son's Ore Sampler.  machine, which must be regarded as a great improvement on all others of its class.  * Figured in Hofman, op.	machine	1899	machine is inanimate object without agency	0	0	train
From letters which have reached England during the month, it is clear that unique gold deposits have been discovered.  There are unlimited opportunities for capitalists to step in and secure valuable properties, which would yield large profits if worked by good modern machinery; for many of the claims are held by men who cannot put machinery down, but who are willing to part with their interest to those who can provide such plant, taking in return for their claims, either cash, or part cash and part shares.  Thousands of tons of rich stone are stated to have been cast aside owing to scarcity of water and lack of proper mining appliances.	machinery	1894	machine is agent (purpose/work)	0	0	train
Stopping the train some distance from Hatten's barricade, the officer in command of the attacking column began to derail his infantry.  Forming them under the shelter of some timber, he led them on, while the Maxim gun hi front of the engine poured a heavy fire over their heads into the breastwork.  Afraid to waste a shot, Hatten ordered his men to lie down and wait.	engine	1895	machine is agent (purpose/work)	0	0	train
SUGAR.  257 in place of the usual copper-walls, worked by a powerful engine, are used for rapidly concentrating the juice from its original density to 1,150 and 1,200 s.g.  The absence of syrup-tanks is a noticeable feature in this factory, rapid concentration being the order of the day.	engine	1888	machine is instrument	0	0	train
"It led into a place formed by the waded enclosure on the west, and a fine stone-budt, two-storied hotel, as good as any in Egypt, with the pompous title of "" Hotel des Voyageurs,"" written in large letters on an entablature over a handsome verandah, formed the north side ; Ismalia, and the Canal and sandhills of Lake Timsah, forming the east and south east — our right and front.  We marched along this sandy road, on which were strewed barrows, trucks, iron wheels, blocks, and pieces of ad kinds of machinery.  Approaching the triumphal arch, and finding it was aU constructed of wicker-work, one cannot but admire the ingenuity of the French."	machinery	1866	machine is inanimate object without agency	0	0	train
THE BETTER PART.  89 Artaki — though she might speak kindly and familiarly to him, he felt that she merely looked on him as a person of no kind of consequence — a mere machine — at a salary which would not keep her in gloves.  But how different was it with Madeline !	machine	1887	human as a machine	1	1	train
A water dock is also to be built at the foot of Ram sey street, at a cost of $275.  The cistern is filled from the dock, the water forced through hose by the engine.  FIRES.	engine	1881	machine is agent (purpose/work)	0	0	train
Tbe town contains many handsome houses, commodious wharfs and warehouses, and extensive china and earthenware manufactories, — and is deemed the parish town of the Potteries.  The first steam-engine for grinding burnt flint, for the use of the potters, vvas erected in Stoke.  The paiish is within the jurisdiction of the county magistrates, aud the police is under thc superintendence of commissioners ap pointed by an act of parliament — under the provisions of which, also, a chief bai liff is elected, who convenes and presides at all meetings of the inhabitants.	engine	1842	machine is agent (purpose/work)	0	0	train
Mr. Bassett also manufactures flour barrels for the local market.  During the busy season, the insti tution requires the services of a fifty-horse-power engine and about twenty men.  Baraboo Flouring Mills.	engine	1887	machine is instrument	0	0	train
Time worked in minutes ... ... ... ... 148 1 q6 Length cut in yards ... ... ... ... ... 24.5 31.5 Depths cut in feet and inches ... ... ... 2.8 2.8 Square yards cut ... ... ... ... ... 21.77 31.  18 Minutes per square yard ... ... ... ... 6.81 5.00 Square yards per hour ... ... ... ... 8.82 12.00 Strokes of air engine ... ... ... ... 3315 21.71 Pressure of air at engine in lbs.  ... ... ... 31.41 29.65 Do.	engine	1896	machine is inanimate object without agency	0	0	train
74.  Many other instances of improperly seated boilers besides that shown in Fig.  96 may be given.	boilers	1893	machine is inanimate object without agency	0	0	train
We make these remarks in order to show, that even if the system of landed tenure in this country is productive of wealth, yet that the distribution of this wealth is so unsatisfactory, that those whose labor is instrumental in producing it are miserably poor, and their life in every respect most unenviable.  They have, in fact, to work with the regularity of machines, without hope that their condition will be improved.  At the same time Mr. Fawcett agrees with Mr. Mill and Mr. Thornton, that peasant proprietors bring out of land a larger produce for the market, after feeding their families, than is yielded by the large tenant farms.	machines	1869	human as a machine	1	1	train
"Meanwhile, asking pardon for this double digression, which has been made while the guard-coachman is delivering his mail-bags — - while the landlady stands looking on in the sun, her hands folded a little below the waist — while a company of tall burly troops from the castle has passed by, ""surrounded"" by a very mean, mealy faced, uneasy-looking little subaltern — while the poor, epileptic idiot ofthe town, wallowing and grinning in the road, and snorting out supplications for a halfpenny, has tottered away in possession of the coin : — meanwhile, fresh horses are brought out, and the small boy who acts behind the coach, makes an unequal and disagreeable tootooing on a horn kept to warn sleepy carmen, and celebrate triumphal entries into and exits from cities.  As the mist clears up, the country shows round about wild but friendly; at one place we passed a village, where a crowd of well-dressed people were collected at an auction of farm-furniture, and many more figures might be seen coming over the fields and issuing from the mist : the owner of the carts and machines is going to emigrate  316 COACH-BOX SKETCHES."	machines	1857	machine is inanimate object without agency	0	0	train
"Mr. Wedderburn drew a long face.  He had no more reason to wish the money to go to Dr. Davenal than to the clergyman and his brother, but it was altogether so unusual a mode of proceeding, would be so very unprofessional a transaction, that he regarded it as an innovation hardly to be tolerated, a sort of scandal on aU recog nised notions in the legal world, of which Mr. Wedderburn himself was little better than a machine. ""  I cannot undertake it without your giving me instructions in writing, Dr. Davenal,"" he said somewhat shortly."	machine	1889	human as a machine	1	1	train
"TOE OLD -IAN ' What do you understand by virtue . ""   In Europe, working with your hands is considered a degradation : it is compared to the labour performed by a machine.  The occupation of cultivating the earth is the most despised of a]]."	machine	1885	human as a machine	0	1	train
"One of the earliest of these was the manufacture of nails, upon which lord Chatham had placed his memorable prohibition.  It is within the memory of man, that the first attempt to manufacture cut nails, in New England, was made in the southern part of Massachusetts in the revolutionary war, with old iron hoops for the material, and a pair of shears for the machine.  Since that period, besides supplying the con sumption of the United States, — estimated at from eighty to one hundred million pounds, and at a price not much exceeding the duty, — machines of American invention for the manufacture of nails have been introduced into"" England ; and large quantities of nails are exported from the United States to foreign countries."	machine	1838	machine is inanimate object without agency	0	0	train
"If be order me to do good, though I will do good, it shall be good; and I will make it clear that I act"" from no obedience lo him.  I should be, not a man, but a mere machine, if his will could be my motive.  278 VOLUNTARY SLAVERY."	machine	1836	human as a machine	0	1	train
As he did so the man's leg seemed to part from the body, which fell back with a sullen plunge into the dark water beneath.  Tobias, at same moment, in sudden fright, allowed the second lamp to fall into the water, and then crept up the steps in darkness to the crypt, where the engine was at work.  He there saw, dangling from the rope he had lately carried down the shaft, the limb he had	engine	1891	machine is agent (purpose/work)	0	0	train
soft was laid.  He bore the movement well, for the hurt he had received was neither a fractured bone, nor any of those outward injuries that seem to shake one's frame to pieces, and make one wonder why the poor crazy machine is thought worthy of being put together again, with infinite pains, and wonderful science.  No, the injury done to Ewen, and done by a hand tbat should have spared him, was unseen — almost unfelt, obscure, latent, but fatal.	machine	1858	human as a machine	1	1	train
"Squattermania.  5 position, and Thomas Sutton is a hard, calculating machine, to whom I can never give my heart.""  "" Oh, that's the way the wind blows, does it, my daughter ?"	machine	1880	human as a machine	1	1	train
"In some of the secluded hamlets in the Howe of Fife the shuttle of the hand-loom may still be heard ; but the weavers of the olden time are unable to compete with the gigantic machinery of the present day, and this form of industry is rapidly disappearing.  The cottage of the weaver of other days always contained one apartment for the "" loom-shop,"" and some of these primitive machines are still kept employed in out-of-the-way districts ; but the proprietors of the large mills have made hand-loom weaving a branch of their industry, and the class of linen formerly manufactured by the weaver in his cottage is now produced from the factory.  Kirkcaldy has long been the chief seat of the linen manufacture in Fife, and Dunfermline has been renowned especially for the production of table-linen, holding the foremost place in the world for this branch of manufacture."	machines	1895	machine is instrument	0	0	train
Now, as there were but thirty thousand Romans, each soldier must have killed three Auvergnats, which makes ninety thousand Auvergnats.  There still remain ten thousand to be divided among the best butchers or the machines of the Fabian army.  We must take it for granted that the Auvergnats submitted quietly to their fate, that their regiments of dogs made no more resistance than their mas ters, that a single stroke of the sword, the javelin, the arrow, or the sling, duly aimed at a mortal part, was sufficient to dispatch its man ; that the Auverg nats neither did nor could flee ; that the Romans lost not a single soldier; and, finally, that a few hours sufficed for the material slaughter with the sword of one hundred thousand men.	machines	1828	human as a machine	0	1	train
"So if it had been pos sible I would gladly have let the new machinery stand idle until the feeling against it had passed away; but as I see that the mill has been running at a loss ever since prices fell, it is quite clear that we must use it at once.""  The next morning Ned called the foreman into his office at the mill, and told him that he had determined to set the new machinery at work at once.  ""I am sorry to be obliged to do so,"" he said, ""as it will considerably reduce the number of hands at work ; but it cannot be helped, it is either that or stopping altogether, which would be worse still for the men."	machinery	1897	machine is instrument	0	0	train
3 Cost of furnaces Nos.  4 and 5 Cost of new boiler, &c, complete Cost of rock-crusher $7,268 61 26, 523 53 2, 428 96 1,866 50 775 24 Cost of one Excelsior pump and fittings, all complete Cost of buildiugs and other improvements 6, 359 58 $45, 222 42 Mine account : For labor 58,967 00 35,695 72 2,061 27 1,111 87 5,284 21 686 57 For hauling ore to furnaces.  For candles and oil For powder and fuse For lumber and timbers For freight on supplies For tools, nails, hardware, rope, &c .	boiler	1872	machine is inanimate object without agency	0	0	train
Some sprightly soul — an apprentice, be sure — has daubed in red lead on the end of an iron tool-box a carica ture of some friend who is evidently a riveter.  The picture has all the interest of an Egyptian cartouche, for it shows that men have been here, and that the engines do not have it all their own way.  And so, out in the open, away from the three great sheds, between and under more engines, till we strike a wilderness of lines all converging to one turn-table.	engines	1897	machine as a human	1	1	train
THE TEMPLE OF THE MOON.  354 safely among the numerous vessels, and for a few minutes we thought we were aground as we did not make the slightest progress, though the engines were working ahead full speed.  The proveedor's boat came out to us as soon as we were perceived, and we landed in her ; but it was as much as the six stout oarsmen could do to make way against the wind.	engines	1878	machine is agent (purpose/work)	0	0	train
THE SEVENTH DISCOURSE.  196 or genius, that this same genius did really inform him in a whisper what he was to write ; and that he is himself but a mere machine, unconscious of the operations of his own mind.  Opinions generally received and floating in the world, whether true or false, we natu rally adopt and make our own ; they may be considered as a kind of inheritance to which we succeed and are tenants for life, and which we leave to our posterity very nearly in the condition in which we received it ; it not being much in any one man's power either to impair or improve it.	machine	1809	human as a machine	1	1	train
It is still too probable that a colonial minister's first business is to shut himself up in his study, and find out on the globe where the territories lie which he has to set about governing.  But we are beginning to learn how absurd it is to expect the machinery of the colonial office to do the necessary work ; to understand the growing magnitude of the business of colonisation, and to be prepared for a reconstitution and prodigious enlargement of the office which is to superintend it.  When this impending change is made, men will look back with astonishment on this list furnished in 1825, of the colonies whose affairs at head-quarters had to be managed by Mr Wilmot Horton and Mr Hay.	machinery	1855	machine as a system	0	0	train
77 expressions yet contain in them the elements of a sarcastic enlightenment, which I was not long in applying to Madame Le Crampon's own cha racter and ideas.  I perceived that she was a mere unintelligent machine of educational theories, whose letter she administered, but whose spirit had long since departed.  I understood her finally to be a woman of the narrowest understanding, as well as worldly-heartedness, and paltry views of self-elevation : and wo betide that tyranny which is despised as well as hated !	machine	1858	human as a machine	1	1	train
The Hull and Selby line presents unparal leled advantages.  There are no planes to be worked by assistant engines ; no engineering difficulties were to encounter in its form ation ; it has no tunnels.  The line is for the most part Btraigbt and level.	engines	1851	machine is agent (purpose/work)	0	0	train
207 ANOTHER DISAPPOINTMENT religion.  You, brought up under the old sys tem, are parts of a Avhole, and think and act and breathe and move as portions of the social machine.  You are bound with responsibilities, hedged about with duties.	machine	1886	machine as a system	0	0	train
"""All right, my dear old friend, we shan't differ on that score,"" said Selina. ""  Besides that, I've been thinking like a steam engine that it's time you showed the West-Enders what stuff you're made of.  South London is all very fine and large, but you're too good for it ; besides, there ain't the money there for you."	engine	1897	human as a machine	1	1	train
"Probably the first of the craft to settle here was happy in the possession of an old wooden double-pull press, and, with the balls with which he bedaubed his forme, produced broadsides which were thought to be marvels of the age.  We now have printing machines of automatic construction — self-feeders, contrived so as to help themselves to plain sheets of paper at one end and deliver them at the other, printed, and that without any manual labour whatever, save in occasional superintendence.  The double-pull press has been superseded by printing machines propelled by steam, gas, or water-power ; the business, which once could not keep one press going, has now so multiplied as to require the services of some forty presses and machines ; the one compositor has 400 successors in the various departments of the business ; and the one "" devil "" has developed into "" devils "" innumerable- The works of Messrs. Hazell, Watson and Viney, Limited, are amongst the esta blishments of the town where industrial occupations are largely represented, as, directly and indirectly, that firm alone gives employment to no less than 350 resident artizans."	machines	1885	machine is agent (purpose/work)	0	0	train
It has been employed in the latter character in observing the finely graduated scales of the measuring apparatus, and is capable as a telescope, according to Father Secchi, of showing the belts and the satellites of Jupiter.  An instrument with such an extraordinary range of focus is quite a novelty amongst optical apparatus, and is as useful as it is new.  The commencement of this great scientific undertaking, which it will probably take years to accomplish, and which will in all likelihood embrace the triangulation of all Southern Italy, seems to have been carried on in a manner worthy of the great object in view.	apparatus	1859	machine is inanimate object without agency	0	0	train
Arthur stopped to listen for an instant, half thinking he would go in and look at the little rosy sunburnt faces and bright eyes, and ask Mr. Cramby who were his best boys and girls for the week, when lo!  as he halted, the hum within suddenly stopped, a hubbub arose, followed by a scramble and a cry, and out darted with the speed of lightning a tall, brown, sturdy, white-haired young varlet, who, shooting past Arthur with the speed of a locomotive, dashed across the common and adja cent field, cleared an intervening fence, and plunged into the wood.  He was followed by Mr. Cramby, the master, with wrath on his	locomotive	1857		0	0	train
"This is of course only one part of the expenses.  We shall still have to procure dynamos and the requisite motive power ; but 600,000/.  will, I wager, cover all expenses. """	dynamos	1889	machine is inanimate object without agency	0	0	train
"It is also placed under the care of the "" sisters "" of St. John.  In 1815, according to the ""Beauties of England and Wales,"" the "" chief ornament of this neighbour hood"" was the "" amazingly extensive and interesting manufactory of Mr. Bramah, the engineer, lock smith, and engine-maker.  ."	engine	1887	machine is inanimate object without agency	0	0	train
"49 a Aveighty dressing-case, that makes her knees ache, on her lap.  She looks vacantly round : first at an engine that is fussing and snorting about by itself ; then at a man Avho is shutting up the bookstall ; then through the doors of the glaring refreshment-room at the giant- © © O headed young ladies and commercial travel lers exchanging gallantries.  By-and-by her emissary comes back. """	engine	1876	machine is agent (mental state)	1	1	train
Down — down he kept going; but now it was in comparative darkness — in a region of beams and pullies, of huge wheels and mighty ropes, all in motion around him, and threatening every instant to entangle him in their complicated movements and tear him limb from limb.  Had a high-pressure engine on board a vast Atlantic steamer become desirous of taking a little fresh air, and mounted for that purpose amidst the shrouds and blocks of the rigging whilst it continued to labour, the scene could not have been more astounding.  Once he had a faint vision of some feminine creation in book-muslin and silk tights who was pre paring to ascend, and whom he perceived by the dim light of an oil-lamp as he went down ; but his mind was in such a state of bouleversement that he was not certain whether he gazed at substance or the image of one of the beauties above still left upon the bewildered retina, as he had seen motes in the sunbeams after he had shut his eyes — small things that danced in insolent hilarity before his pupils, but flew off nowhere the instant he attempted to direct his gaze towards them.	engine	1886	machine as a human	1	1	train
Then again a fierce irritation supported her.  She had been sacrificed to the cold heartless pride that had counted her happiness and her misery for nothing ; she had been refused to the man she lov.ed, and promised to a stranger, as if she had been a slave, a machine, or a piece of merchandise.  But now, when the proud Spaniard would arrive and claim his bride, what would her stUl prouder father answer ?	machine	1865	human as a machine	0	1	train
Committed for Trial.  137 ments Thenceforth she would be a teaching machine, or a reading-machine ; perhaps she might find an engagement as travelling companion and interpreter to a lady or famdy about to visit the Continent ; her knowledge of modern languages would fit her for such an occupation, and she would like it better, as there would be more excitement ; more of life altogether in the undertaking.  A thought struck her, — she would apply to her old schoolmistress at Paris, whose connection was very large and varied; she would doubtless know of something likely to suit.	machine	1874	human as a machine	1	1	train
"No, my fine Mr. joker,"" replied Grimm to the photographer. ""  I even advise you to take your apparatus along, for that Avhich you are going to see is so AA'onderful that you should leave its image for the admiration of posterity.""  "" Where must AA-e go ? """	apparatus	1890	machine is inanimate object without agency	0	0	train
My host tried his utmost to make me comfortable, but his knowledge was not equal to his wishes, and, certainly, the resources at his command fell short of the requirements.  He had, however, a high divan, beneath a broad punkah with a light narrow fringe, to seat me in, and my smoking engine and fireman with coke (prepared coals) besides a supply of musk- ed sugared tobacco, accompanied me.  Alas !	engine	1887	machine is inanimate object without agency	0	0	train
The next day Winifred Meredyth started for Armley, having previously apprised her husband by a telegram that she intended so doing, and that consequently there was no occasion to trouble to take Tenby on his homeward route.  As the whistle of the engine sounded, and the wheels of the carriage in which she was seated commenced to slowly revolve, AVinifred realized that she was off at last on her way home ; but not to the home that she had left.  No !	engine	1897	machine is agent (purpose/work)	0	0	train
In the outskirts of New York, the locomotives leave us.  The rads are laid in the middle of Fourth Avenue, and Bowery to Canal Street, and locomotives are not permitted to pass through these.  So at an outer sta tion the train was broken up, and each car drawn into town by horses with beds on their harness.	locomotives	1856	machine is agent (movement)	0	0	train
CHAP.  I. Blackburn to Nottingham, Eichard Arkwright took out a patent for his still more celebrated machine.  It is alleged that John Wyatt of Birmingham, thirty years before the date of Arkwright's patent, had elaborated a machine for spinning by rollers.	machine	1879	machine is inanimate object without agency	0	0	train
"I replied that he was with me in London, which seemed to satisfy him still more ; and the clerk nodded his head, and said in a signi ficant tone — "" It's all right, sir.""  Wonderful it is, how many men, who transact a great deal of very important business, are mere machines, guided by their subordinates.  They are but the hands of the clock, moved by wheels below them."	machines	1853	human as a machine	1	1	train
.  The arsenal at Koishikawa is simply Woolwich on a smaller scale, and its English machinery turns out one hundred rifles and thirty thousand cartridges (seventy thousand if neces- sary) per day.  .	machinery	1893	machine is agent (purpose/work)	0	0	train
" ' I ought to know that !  They all had their knife into me, from the engine-driver up.""  ' ' But it 's the three-forty —the Induna— surely you 've heard of the Great Buchonian's Induna! """	engine	1898	machine is agent (movement)	0	0	train
482 Book XVI.  THE HISTORY OF over which the machines were to move, which was an hun dred fathoms.  The number of artizans and others employed on those works, amounted to near thirty thousand men, by which means they were finished with incredible expedition.	machines	1820	machine is agent (movement)	0	0	train
The fire began in a paint-shop on the west side of Portsmouth Square, adjoining the American House.  Although but a slight blaze when discovered, the building was within five minutes enwrapped wilh flames, and before the fire-engines could be got to work, the American House and the building on the other side of the paint shop were also burning.  The buildings being all of wood and extremely combustible, the fire spread up Clay Street, back to Sacramento, and down Clay Street toward Kearney with fearful rapidity.	engines	1871	machine is instrument	0	0	train
Is it not frequently because they lack the perception to use it 'I Tact is but the art of making the best possible use of circumstances. '  It is a sort of moral palliative for the disagreements of life, which, like the wheels of a machine, move all the easier for being greased.  'Vith the exception of a few very slight hints, glances, and now and then a muttered word or two, and j knowing toss of the head— which, had not the mind of the Khan been preoccupied, he must have noticed — the good dame kept her word, till an event occurred which upset all her resolution and promises' This Was nothing less than the return of Henry from London.	machine	1888	machine as a system	0	0	train
"295 "" H'm !  But no machine, still less a man, can run for ever !  And he's on the go, both night and day."""	machine	1895	machine is agent (movement)	1	1	train
This she accomplishes by means of her flat hind feet, and aster this manner : She digs up the sand with one foot, and throws it to one side.  Then she uses the other foot in the same manner, working with one foot after the other, alternately, like a machine, as Neu Wied has re marked.  * The sand which would be likely to fall back again is moved out of the way by the foot, which moves forward before it is thrust down to deepen the hole, and scrapes the sand to one side.	machine	1870	human as a machine	0	1	train
The ships were to steam as rapidly as possible through the mouths of the rivers, where the miasma chiefly prevails.  Dr. Reid had invented a system of ventilation, by which a constant current of air impregnated with chloride of lime could, by the agency of the steam engines, be maintained through all parts of the vessel, and the medical staff was remarkably able and efficient.  Fora little while all was well.	engines	1876	machine is instrument	0	0	train
"WILL ROMFORD.  A few mornings after the visit to the Hall and the upsetting of the carriage, Robin was in the engine-house at Birch Dene.  He liked to see the engine started, sometimes even started it himself, which he considered rather a feat ; for the engine, though regarded as a wonderful production, was a very com plicated piece of mechanism, and ""setting it on "" and getting the crank safely "" over the centre "" required very nice management."	engine	1889	machine is inanimate object without agency	0	0	train
"""You talk as if you were an army man.""   I respect the training that makes men mere machines in the hands of the great chief; but I would hate to sink my individuality behind a knap sack.  WHEN GREEK MEETS GREEK."	machines	1895	human as a machine	0	1	train
HISTORY OF UNION AND MIDDLESEX COUNTIES, NEW JERSEY.  652 ' Citizens' or ' Union' line as excitedly, and even more so than the youth of the present period bet and yell over the fire-engines.  They would gather on Sonman's Hill, where the view would be clear to the turnpike near the Adrain estate, and descry the vic torious coach, usually but little ahead of her rival, with which she had run a dead race all the way from Trenton.	engines	1882	machine is inanimate object without agency	0	0	train
There should be demands for explanation too which were reck oned frivolous and vexatious, and censured as such.  These, I should say, are the not needful explanations : and if my poor Se cretary is to be called out from his workshop to answer every one of these, — his workshop will become (what we at present see it, deservedly or not) little other than a pilloiy; the poor Secretary a kind of talking-machine, exposed to dead-cats and rotten-eggs; and the ' work' got out of him or of it, will, as heretofore, be very inconsiderable indeed!  — Alas, on this side also, important im provements are conceivable ; and will even, I imagine, get them whence we may, be found indispensable one day.	machine	1857	human as a machine	1	1	train
At the present time the mouth of the Lippe has long since ceased, we hope for ever, to re-echo the din of war.  Flat boats glide down the river, and along its banks the railway-engine rushes.  From the deck of our steamer, which lies beside the pier, we see yonder the Briidericher Island, with the walls of Fort Blucher ; and above us, on the right bank, the walls of the strong fortress.	engine	1888	machine is agent (movement)	0	0	train
Half annoyed, Half pleased, Hesper was silent, and Mary went on thinking.  All was still, save for the slight noises Folter made, as, like a machine, she went on heartlessly brushing Her mistress's hair, which kept emitting little crackles, as of dissatisfaction with Her Handling.  Mary would now take a good gaze at the lovely creature, now abstract Herself from the visible, and try to call up the vision of Her as the real Hesper, not a Hesper dressed up — a process which Had in it Hope for the lady, but not much for the dress upon the bed.	machine	1881	human as a machine	1	1	train
Instead of accounting for this, we shall proceed, in our usual manner, to exemplify the conduct of the lad above mentioned, who submitted to the persuasions of Mr. Dowling, and promised once more to admit Jones into his side-saddle ; but insisted on first giving the poor creatures a good bait, saying, they had travelled a great way, and been rid very hard.  Indeed this caution of the boy was needless ; for Jones, notwithstanding his hurry and impatience, would have ordered this of himself ; for he by no means agreed with the opinion of those who consider animals as mere machines ; and when they bury their spurs in the belly of their horse, imagine the spur and the horse to have an equal capacity of feeling pain.  While the beasts were eating their corn, or rather were supposed to eat it (for as the boy was taking care of himself in the kitchen, the ostler took care that his corn should not be consumed in the stable), Mr. Jones, at the earnest desire of Mr. Dowling, accompanied that gen tleman into his room, where they sat down together over a bottle of wine.	machines	1895	other	0	0	train
